run,dump,frame,n_sites,vacancies,interstitials,frenkel_pairs,antisites_on_Si_sites,antisites_on_C_sites,vac_Si,int_Si,vac_C,int_C,vac_clusters,vac_largest,vac_mono_frac,vac_clustered_frac,int_clusters,int_largest,int_mono_frac,int_clustered_frac,nrt_displacements,survival_eff_nrt,dpa_per_cascade,stored_eV,stored_meV_atom,stored_J_g,eV_per_fp,drift_eV_ps,plateaued,survival_eff_own_ed,nrt_ed30,survival_eff_ed30
1,traj_SiC_relaxext_1.lammpstrj,19,262144,152,152,152,20,15,50,55,102,97,21,6,0.618421052631579,0.3815789473684211,26,6,0.5460526315789473,0.45394736842105265,102.48,1.4832395025550393,0.0003901317056788334,871.8,3.3256,16.0,5.74,-2.3,True,2.1152,86.95,1.7481
