run,dump,frame,n_sites,vacancies,interstitials,frenkel_pairs,antisites_on_Fe_sites,vac_Fe,int_Fe,vac_clusters,vac_largest,vac_mono_frac,vac_clustered_frac,int_clusters,int_largest,int_mono_frac,int_clustered_frac,nrt_displacements,survival_eff_nrt,dpa_per_cascade,arc_displacements,survival_eff_arc,int_density_m3,int_loop_diam_nm,hardening_MPa,stored0K_eV,eV_per_fp_0K,survival_eff_own_ed
1,traj_Fe_relax_1.lammpstrj,7,250000,25,25,25,0,25,25,5,4,0.52,0.48,3,5,0.6,0.4,74.18,0.3370383701353257,0.0002967021231435714,25.8,0.9688986866951714,1.031e+24,0.42,516.6,121.73,4.87,0.4398
