run,dump,frame,n_sites,vacancies,interstitials,frenkel_pairs,antisites_on_W_sites,vac_W,int_W,vac_clusters,vac_largest,vac_mono_frac,vac_clustered_frac,int_clusters,int_largest,int_mono_frac,int_clustered_frac,nrt_displacements,survival_eff_nrt,dpa_per_cascade,arc_displacements,survival_eff_arc,int_density_m3,int_loop_diam_nm,hardening_MPa,stored_eV,stored_meV_atom,stored_J_g,eV_per_fp,drift_eV_ps,plateaued,stored0K_eV,eV_per_fp_0K,survival_eff_own_ed
1,traj_W_relax_1.lammpstrj,7,250000,12,12,12,0,12,12,2,2,0.6666666666666666,0.3333333333333333,3,3,0.4166666666666667,0.5833333333333334,35.65,0.3365962961809119,0.00014260406470486303,8.43,1.4239411073931665,7.570e+23,0.413,955.5,143.9,0.5756,0.3,11.99,2.5,True,147.48,12.29,0.3822
