run,dump,frame,n_sites,vacancies,interstitials,frenkel_pairs,antisites_on_Si_sites,antisites_on_C_sites,vac_Si,int_Si,vac_C,int_C,vac_clusters,vac_largest,vac_mono_frac,vac_clustered_frac,int_clusters,int_largest,int_mono_frac,int_clustered_frac,nrt_displacements,survival_eff_nrt,dpa_per_cascade,stored_eV,stored_meV_atom,stored_J_g,eV_per_fp,drift_eV_ps,plateaued,stored0K_eV,eV_per_fp_0K,survival_eff_own_ed,nrt_ed30,survival_eff_ed30
1,traj_SiC_relax_1.lammpstrj,25,262144,157,157,157,12,14,55,53,102,104,23,7,0.5859872611464968,0.4140127388535032,26,6,0.5605095541401274,0.4394904458598726,102.48,1.5320302756654025,0.0003901317056788334,887.6,3.3859,16.29,5.65,-51.2,False,898.41,5.72,2.1848,86.95,1.8056
