run,dump,frame,n_sites,vacancies,interstitials,frenkel_pairs,antisites_on_W_sites,vac_clusters,vac_largest,vac_mono_frac,vac_clustered_frac,int_clusters,int_largest,int_mono_frac,int_clustered_frac,nrt_displacements,survival_eff_nrt,dpa_per_cascade,arc_displacements,survival_eff_arc,int_density_m3,int_loop_diam_nm,hardening_MPa
1,traj_W_relax_1.lammpstrj,7,250000,12,12,12,0,2,2,0.6666666666666666,0.3333333333333333,8,6,0.0,1.0,35.65,0.3365962961809119,0.00014260406470486303,8.43,1.4239411073931665,2.019e+24,0.45,1627.1
